2011 CAN All Horses-Ponies 47454 392340
2011 CAN All Goats 5949 225461
2011 CAN All Llamas-Alpacas 4107 31499
2011 CAN All Rabbits 2792 184935
2011 CAN All Bison-Buffalo 1211 125142
2011 CAN All Elk-Wapiti 572 31112
2011 CAN All Domestic-Deer 380 20939
2011 CAN All Wild-Boars 150 9788
2011 CAN All Mink 284 783185
2011 NL All Horses-Ponies 58 186
2011 NL All Goats 17 113
2011 NL All Llamas-Alpacas 6 36
2011 NL All Rabbits 0 0
2011 NL All Bison-Buffalo 0 0
2011 NL All Elk-Wapiti 0 0
2011 NL All Domestic-Deer 0 0
2011 NL All Wild-Boars 0 0
2011 NL All Mink 16 72870
2011 NL Census-Agricultural-Region-1 Horses-Ponies 34 78
2011 NL Census-Agricultural-Region-1 Goats 13 102
2011 NL Census-Agricultural-Region-1 Llamas-Alpacas 4 0
2011 NL Census-Agricultural-Region-1 Rabbits 0 0
2011 NL Census-Agricultural-Region-1 Bison-Buffalo 0 0
2011 NL Census-Agricultural-Region-1 Elk-Wapiti 0 0
2011 NL Census-Agricultural-Region-1 Domestic-Deer 0 0
2011 NL Census-Agricultural-Region-1 Wild-Boars 0 0
2011 NL Census-Agricultural-Region-1 Mink 5 23330
2011 NL Census-Agricultural-Region-2 Horses-Ponies 16 57
2011 NL Census-Agricultural-Region-2 Goats 2 0
2011 NL Census-Agricultural-Region-2 Llamas-Alpacas 1 0
2011 NL Census-Agricultural-Region-2 Rabbits 0 0
2011 NL Census-Agricultural-Region-2 Bison-Buffalo 0 0
2011 NL Census-Agricultural-Region-2 Elk-Wapiti 0 0
2011 NL Census-Agricultural-Region-2 Domestic-Deer 0 0
2011 NL Census-Agricultural-Region-2 Wild-Boars 0 0
2011 NL Census-Agricultural-Region-2 Mink 5 25600
2011 NL Census-Agricultural-Region-3 Horses-Ponies 8 51
2011 NL Census-Agricultural-Region-3 Goats 2 0
2011 NL Census-Agricultural-Region-3 Llamas-Alpacas 1 0
2011 NL Census-Agricultural-Region-3 Rabbits 0 0
2011 NL Census-Agricultural-Region-3 Bison-Buffalo 0 0
2011 NL Census-Agricultural-Region-3 Elk-Wapiti 0 0
2011 NL Census-Agricultural-Region-3 Domestic-Deer 0 0
2011 NL Census-Agricultural-Region-3 Wild-Boars 0 0
2011 NL Census-Agricultural-Region-3 Mink 6 23940
2011 PE All Horses-Ponies 233 1481
2011 PE All Goats 18 138
2011 PE All Llamas-Alpacas 19 189
2011 PE All Rabbits 8 97
2011 PE All Bison-Buffalo 0 0
2011 PE All Elk-Wapiti 0 0
2011 PE All Domestic-Deer 0 0
2011 PE All Wild-Boars 0 0
2011 PE All Mink 13 40315
2011 PE Census-Agricultural-Region-1 Horses-Ponies 44 252
2011 PE Census-Agricultural-Region-1 Goats 6 31
2011 PE Census-Agricultural-Region-1 Llamas-Alpacas 3 5
2011 PE Census-Agricultural-Region-1 Rabbits 3 0
2011 PE Census-Agricultural-Region-1 Bison-Buffalo 0 0
2011 PE Census-Agricultural-Region-1 Elk-Wapiti 0 0
2011 PE Census-Agricultural-Region-1 Domestic-Deer 0 0
2011 PE Census-Agricultural-Region-1 Wild-Boars 0 0
2011 PE Census-Agricultural-Region-1 Mink 2 0
2011 PE Census-Agricultural-Region-2 Horses-Ponies 132 883
2011 PE Census-Agricultural-Region-2 Goats 8 83
2011 PE Census-Agricultural-Region-2 Llamas-Alpacas 9 113
2011 PE Census-Agricultural-Region-2 Rabbits 5 0
2011 PE Census-Agricultural-Region-2 Bison-Buffalo 0 0
2011 PE Census-Agricultural-Region-2 Elk-Wapiti 0 0
2011 PE Census-Agricultural-Region-2 Domestic-Deer 0 0
2011 PE Census-Agricultural-Region-2 Wild-Boars 0 0
2011 PE Census-Agricultural-Region-2 Mink 5 0
2011 PE Census-Agricultural-Region-3 Horses-Ponies 57 346
2011 PE Census-Agricultural-Region-3 Goats 4 24
2011 PE Census-Agricultural-Region-3 Llamas-Alpacas 7 71
2011 PE Census-Agricultural-Region-3 Rabbits 0 0
2011 PE Census-Agricultural-Region-3 Bison-Buffalo 0 0
2011 PE Census-Agricultural-Region-3 Elk-Wapiti 0 0
2011 PE Census-Agricultural-Region-3 Domestic-Deer 0 0
2011 PE Census-Agricultural-Region-3 Wild-Boars 0 0
2011 PE Census-Agricultural-Region-3 Mink 6 18915
2011 NS All Horses-Ponies 594 3346
2011 NS All Goats 172 2241
2011 NS All Llamas-Alpacas 56 437
2011 NS All Rabbits 78 848
2011 NS All Bison-Buffalo 2 0
2011 NS All Elk-Wapiti 0 0
2011 NS All Domestic-Deer 5 212
2011 NS All Wild-Boars 0 0
2011 NS All Mink 127 425273
2011 NS Census-Agricultural-Region-1 Horses-Ponies 82 308
2011 NS Census-Agricultural-Region-1 Goats 25 192
2011 NS Census-Agricultural-Region-1 Llamas-Alpacas 9 111
2011 NS Census-Agricultural-Region-1 Rabbits 12 147
2011 NS Census-Agricultural-Region-1 Bison-Buffalo 0 0
2011 NS Census-Agricultural-Region-1 Elk-Wapiti 0 0
2011 NS Census-Agricultural-Region-1 Domestic-Deer 1 0
2011 NS Census-Agricultural-Region-1 Wild-Boars 0 0
2011 NS Census-Agricultural-Region-1 Mink 94 0
2011 NS Census-Agricultural-Region-2 Horses-Ponies 198 1205
2011 NS Census-Agricultural-Region-2 Goats 57 765
2011 NS Census-Agricultural-Region-2 Llamas-Alpacas 16 151
2011 NS Census-Agricultural-Region-2 Rabbits 38 385
2011 NS Census-Agricultural-Region-2 Bison-Buffalo 0 0
2011 NS Census-Agricultural-Region-2 Elk-Wapiti 0 0
2011 NS Census-Agricultural-Region-2 Domestic-Deer 2 0
2011 NS Census-Agricultural-Region-2 Wild-Boars 0 0
2011 NS Census-Agricultural-Region-2 Mink 21 69286
2011 NS Census-Agricultural-Region-3 Horses-Ponies 178 1012
2011 NS Census-Agricultural-Region-3 Goats 49 914
2011 NS Census-Agricultural-Region-3 Llamas-Alpacas 18 135
2011 NS Census-Agricultural-Region-3 Rabbits 14 270
2011 NS Census-Agricultural-Region-3 Bison-Buffalo 1 0
2011 NS Census-Agricultural-Region-3 Elk-Wapiti 0 0
